timestamp,src_ip,dst_ip,dst_port,protocol,service,flag,src_bytes,dst_bytes,threat_type,severity
2026-08-08T05:22:25.876481+00:00,93.184.216.34,10.0.3.196,22,tcp,private,S0,0,0,Port Scan,medium
2026-08-08T05:22:28.876481+00:00,172.16.0.22,10.0.3.18,22,tcp,ftp,SF,160,595,Normal,low
2026-08-08T05:22:31.876481+00:00,192.0.2.77,10.0.3.198,22,tcp,telnet,SF,121,174,Brute Force,high
2026-08-08T05:22:34.876481+00:00,203.0.113.140,10.0.3.156,22,tcp,pop_3,SF,32,93,Brute Force,high
2026-08-08T05:22:37.876481+00:00,10.0.4.15,10.0.3.79,80,udp,domain_u,SF,45,45,Normal,low
2026-08-08T05:22:40.876481+00:00,93.184.216.34,10.0.3.211,21,tcp,private,REJ,0,0,Port Scan,medium
2026-08-08T05:22:43.876481+00:00,198.51.100.44,10.0.3.21,80,tcp,telnet,RSTO,0,0,DDoS,high
2026-08-08T05:22:46.876481+00:00,10.0.4.15,10.0.3.52,22,tcp,http,SF,309,824,Normal,low
2026-08-08T05:22:49.876481+00:00,198.51.100.44,10.0.3.113,80,tcp,auth,REJ,0,0,DDoS,high
2026-08-08T05:22:52.876481+00:00,192.168.1.142,10.0.3.25,80,tcp,http,SF,276,1920,Normal,low
2026-08-08T05:22:55.876481+00:00,45.33.32.19,10.0.3.140,80,tcp,sunrpc,RSTO,0,0,DDoS,high
2026-08-08T05:22:58.876481+00:00,10.0.4.15,10.0.3.70,443,tcp,http,SF,213,11229,Normal,low
2026-08-08T05:23:01.876481+00:00,192.168.1.142,10.0.3.212,22,tcp,sunrpc,REJ,0,0,Normal,low
2026-08-08T05:23:04.876481+00:00,185.220.101.5,10.0.3.105,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:23:07.876481+00:00,203.0.113.88,10.0.3.242,80,tcp,telnet,RSTO,0,0,DDoS,high
2026-08-08T05:23:10.876481+00:00,203.0.113.140,10.0.3.39,22,tcp,telnet,SF,124,174,Brute Force,high
2026-08-08T05:23:13.876481+00:00,172.16.0.22,10.0.3.151,80,tcp,http,SF,164,384,Normal,low
2026-08-08T05:23:16.876481+00:00,203.0.113.88,10.0.3.93,80,icmp,ecr_i,SF,508,0,DDoS,high
2026-08-08T05:23:19.876481+00:00,192.168.1.142,10.0.3.228,443,tcp,pop_3,REJ,0,0,Normal,low
2026-08-08T05:23:22.876481+00:00,203.0.113.88,10.0.3.10,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:23:25.876481+00:00,172.16.0.22,10.0.3.193,508,tcp,http,SF,329,1225,Normal,low
2026-08-08T05:23:28.876481+00:00,198.51.100.44,10.0.3.14,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:23:31.876481+00:00,185.220.101.5,10.0.3.117,80,tcp,kshell,S0,0,0,DDoS,high
2026-08-08T05:23:34.876481+00:00,192.168.1.142,10.0.3.162,22,tcp,ftp,SF,160,597,Normal,low
2026-08-08T05:23:37.876481+00:00,192.168.1.142,10.0.3.186,443,tcp,http,SF,322,4298,Normal,low
2026-08-08T05:23:40.876481+00:00,185.220.101.5,10.0.3.234,80,tcp,http,SF,54540,8314,DDoS,high
2026-08-08T05:23:43.876481+00:00,192.0.2.77,10.0.3.101,22,tcp,pop_3,SF,31,93,Brute Force,high
2026-08-08T05:23:46.876481+00:00,185.220.101.45,10.0.3.36,21,udp,private,SF,1,1,Port Scan,medium
2026-08-08T05:23:49.876481+00:00,192.168.1.142,10.0.3.70,508,udp,private,SF,52,0,Normal,low
2026-08-08T05:23:52.876481+00:00,93.184.216.34,10.0.3.216,22,tcp,other,REJ,0,0,Port Scan,medium
2026-08-08T05:23:55.876481+00:00,45.33.32.19,10.0.3.87,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:23:58.876481+00:00,192.168.1.142,10.0.3.197,22,tcp,http,SF,236,7133,Normal,low
2026-08-08T05:24:01.876481+00:00,193.27.228.12,10.0.3.148,21,udp,private,SF,1,0,Port Scan,medium
2026-08-08T05:24:04.876481+00:00,185.220.101.5,10.0.3.25,80,tcp,courier,REJ,0,0,DDoS,high
2026-08-08T05:24:07.876481+00:00,185.220.101.5,10.0.3.151,80,tcp,http,SF,54540,8314,DDoS,high
2026-08-08T05:24:10.876481+00:00,203.0.113.88,10.0.3.246,80,tcp,private,RSTO,0,0,DDoS,high
2026-08-08T05:24:13.876481+00:00,185.220.101.5,10.0.3.132,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:24:16.876481+00:00,185.220.101.45,10.0.3.130,22,tcp,private,RSTR,0,0,Port Scan,medium
2026-08-08T05:24:19.876481+00:00,93.184.216.34,10.0.3.59,21,udp,private,SF,1,1,Port Scan,medium
2026-08-08T05:24:22.876481+00:00,10.0.4.15,10.0.3.24,21,udp,private,SF,54,51,Normal,low
2026-08-08T05:24:25.876481+00:00,93.184.216.34,10.0.3.171,508,tcp,other,REJ,0,0,Port Scan,medium
2026-08-08T05:24:28.876481+00:00,193.27.228.12,10.0.3.104,21,tcp,other,REJ,0,0,Port Scan,medium
2026-08-08T05:24:31.876481+00:00,10.0.4.15,10.0.3.121,22,tcp,http,SF,223,12279,Normal,low
2026-08-08T05:24:34.876481+00:00,192.168.1.105,10.0.3.232,22,tcp,http,SF,227,5156,Normal,low
2026-08-08T05:24:37.876481+00:00,192.168.1.142,10.0.3.183,508,icmp,eco_i,SF,20,0,Normal,low
2026-08-08T05:24:40.876481+00:00,192.168.1.105,10.0.3.113,22,tcp,http,SF,213,728,Normal,low
2026-08-08T05:24:43.876481+00:00,172.16.0.22,10.0.3.98,80,tcp,telnet,SF,0,44,Normal,low
2026-08-08T05:24:46.876481+00:00,193.27.228.12,10.0.3.172,443,udp,private,SF,1,1,Port Scan,medium
2026-08-08T05:24:49.876481+00:00,172.16.0.22,10.0.3.83,80,tcp,smtp,SF,848,366,Normal,low
2026-08-08T05:24:52.876481+00:00,172.16.0.22,10.0.3.68,22,tcp,http,SF,205,655,Normal,low
2026-08-08T05:24:55.876481+00:00,185.220.101.5,10.0.3.196,80,icmp,ecr_i,SF,1008,0,DDoS,high
2026-08-08T05:24:58.876481+00:00,192.168.1.105,10.0.3.85,443,tcp,http,SF,306,1075,Normal,low
2026-08-08T05:25:01.876481+00:00,192.0.2.77,10.0.3.195,22,tcp,pop_3,SF,30,93,Brute Force,high
2026-08-08T05:25:04.876481+00:00,172.16.0.22,10.0.3.174,508,udp,domain_u,SF,45,115,Normal,low
2026-08-08T05:25:07.876481+00:00,192.168.1.142,10.0.3.87,22,udp,private,SF,52,47,Normal,low
2026-08-08T05:25:10.876481+00:00,10.0.4.15,10.0.3.121,22,tcp,telnet,SF,0,15,Normal,low
2026-08-08T05:25:13.876481+00:00,45.33.32.19,10.0.3.46,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:25:16.876481+00:00,10.0.4.15,10.0.3.120,443,tcp,telnet,SF,398,3881,Normal,low
2026-08-08T05:25:19.876481+00:00,45.33.32.19,10.0.3.152,80,icmp,ecr_i,SF,1008,0,DDoS,high
2026-08-08T05:25:22.876481+00:00,192.168.1.105,10.0.3.46,508,tcp,http,SF,223,487,Normal,low
2026-08-08T05:25:25.876481+00:00,45.33.32.19,10.0.3.201,80,tcp,private,S0,0,0,DDoS,high
2026-08-08T05:25:28.876481+00:00,93.184.216.34,10.0.3.156,80,udp,private,SF,1,1,Port Scan,medium
2026-08-08T05:25:31.876481+00:00,198.51.100.44,10.0.3.25,80,icmp,ecr_i,SF,1032,0,DDoS,high
2026-08-08T05:25:34.876481+00:00,192.168.1.142,10.0.3.52,508,tcp,http,SF,347,3849,Normal,low
2026-08-08T05:25:37.876481+00:00,172.16.0.22,10.0.3.11,80,tcp,http,SF,194,794,Normal,low
2026-08-08T05:25:40.876481+00:00,10.0.4.15,10.0.3.15,80,tcp,ftp_data,SF,12,0,Normal,low
2026-08-08T05:25:43.876481+00:00,192.168.1.105,10.0.3.106,80,tcp,http,SF,234,2112,Normal,low
2026-08-08T05:25:46.876481+00:00,192.168.1.142,10.0.3.106,21,tcp,telnet,REJ,0,0,Normal,low
2026-08-08T05:25:49.876481+00:00,198.51.100.44,10.0.3.31,80,tcp,netbios_dgm,REJ,0,0,DDoS,high
2026-08-08T05:25:52.876481+00:00,193.27.228.12,10.0.3.149,22,udp,other,SF,1,1,Port Scan,medium
2026-08-08T05:25:55.876481+00:00,193.27.228.12,10.0.3.13,80,tcp,other,REJ,0,0,Port Scan,medium
2026-08-08T05:25:58.876481+00:00,193.27.228.12,10.0.3.74,22,udp,private,SF,1,1,Port Scan,medium
2026-08-08T05:26:01.876481+00:00,185.220.101.5,10.0.3.19,80,tcp,pop_2,REJ,0,0,DDoS,high
2026-08-08T05:26:04.876481+00:00,192.168.1.142,10.0.3.25,443,tcp,http,SF,214,362,Normal,low
2026-08-08T05:26:07.876481+00:00,192.168.1.142,10.0.3.107,443,udp,private,SF,53,55,Normal,low
2026-08-08T05:26:10.876481+00:00,203.0.113.88,10.0.3.55,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:26:13.876481+00:00,185.220.101.5,10.0.3.212,80,tcp,private,S0,0,0,DDoS,high
2026-08-08T05:26:16.876481+00:00,198.51.100.44,10.0.3.101,80,icmp,ecr_i,SF,1008,0,DDoS,high
2026-08-08T05:26:19.876481+00:00,93.184.216.34,10.0.3.194,22,tcp,private,REJ,0,0,Port Scan,medium
2026-08-08T05:26:22.876481+00:00,93.184.216.34,10.0.3.93,443,udp,private,SF,1,1,Port Scan,medium
2026-08-08T05:26:25.876481+00:00,10.0.4.15,10.0.3.39,22,tcp,http,SF,305,2137,Normal,low
2026-08-08T05:26:28.876481+00:00,45.33.32.100,10.0.3.110,508,tcp,ftp,SF,220,688,Botnet C2,critical
2026-08-08T05:26:31.876481+00:00,10.0.4.15,10.0.3.135,443,tcp,http,SF,295,6222,Normal,low
2026-08-08T05:26:34.876481+00:00,192.168.1.142,10.0.3.72,22,tcp,http,SF,234,761,Normal,low
2026-08-08T05:26:37.876481+00:00,172.16.0.22,10.0.3.11,80,tcp,ftp,SF,218,757,Normal,low
2026-08-08T05:26:40.876481+00:00,198.51.100.91,10.0.3.230,22,tcp,telnet,SF,120,174,Brute Force,high
2026-08-08T05:26:43.876481+00:00,193.27.228.12,10.0.3.65,21,udp,private,SF,1,1,Port Scan,medium
2026-08-08T05:26:46.876481+00:00,198.51.100.44,10.0.3.190,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:26:49.876481+00:00,185.220.101.5,10.0.3.169,80,tcp,systat,S0,0,0,DDoS,high
2026-08-08T05:26:52.876481+00:00,192.168.1.142,10.0.3.61,22,tcp,http,SF,238,1554,Normal,low
2026-08-08T05:26:55.876481+00:00,93.184.216.34,10.0.3.177,21,udp,other,SF,1,0,Port Scan,medium
2026-08-08T05:26:58.876481+00:00,172.16.0.22,10.0.3.72,443,tcp,other,REJ,0,0,Normal,low
2026-08-08T05:27:01.876481+00:00,192.168.1.105,10.0.3.43,80,tcp,http,SF,222,1450,Normal,low
2026-08-08T05:27:04.876481+00:00,198.51.100.44,10.0.3.176,80,tcp,http,SF,54540,8314,DDoS,high
2026-08-08T05:27:07.876481+00:00,203.0.113.140,10.0.3.190,22,tcp,telnet,SF,121,174,Brute Force,high
2026-08-08T05:27:10.876481+00:00,185.220.101.5,10.0.3.64,80,tcp,supdup,S0,0,0,DDoS,high
2026-08-08T05:27:13.876481+00:00,185.220.101.5,10.0.3.198,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:27:16.876481+00:00,185.220.101.45,10.0.3.242,22,udp,private,SF,1,1,Port Scan,medium
2026-08-08T05:27:19.876481+00:00,172.16.0.22,10.0.3.126,22,tcp,http,SF,279,171,Normal,low
2026-08-08T05:27:22.876481+00:00,198.51.100.44,10.0.3.163,80,icmp,ecr_i,SF,1032,0,DDoS,high
2026-08-08T05:27:25.876481+00:00,192.0.2.77,10.0.3.194,22,tcp,pop_3,SF,28,93,Brute Force,high
2026-08-08T05:27:28.876481+00:00,93.184.216.34,10.0.3.44,508,udp,private,SF,1,1,Port Scan,medium
2026-08-08T05:27:31.876481+00:00,203.0.113.88,10.0.3.134,80,tcp,whois,S0,0,0,DDoS,high
2026-08-08T05:27:34.876481+00:00,193.27.228.12,10.0.3.232,443,tcp,other,REJ,0,0,Port Scan,medium
2026-08-08T05:27:37.876481+00:00,192.0.2.77,10.0.3.33,22,tcp,telnet,RSTO,125,176,Brute Force,high
2026-08-08T05:27:40.876481+00:00,185.220.101.5,10.0.3.236,80,tcp,ssh,S0,0,0,DDoS,high
2026-08-08T05:27:43.876481+00:00,172.16.0.22,10.0.3.152,443,tcp,http,SF,221,301,Normal,low
2026-08-08T05:27:46.876481+00:00,10.0.4.15,10.0.3.161,80,tcp,http,SF,305,3178,Normal,low
2026-08-08T05:27:49.876481+00:00,10.0.4.15,10.0.3.197,508,tcp,http,SF,164,24844,Normal,low
2026-08-08T05:27:52.876481+00:00,203.0.113.88,10.0.3.208,80,tcp,http,SF,54540,8314,DDoS,high
2026-08-08T05:27:55.876481+00:00,193.27.228.12,10.0.3.123,22,tcp,other,REJ,0,0,Port Scan,medium
2026-08-08T05:27:58.876481+00:00,192.168.1.105,10.0.3.131,22,tcp,imap4,RSTO,0,44,Normal,low
2026-08-08T05:28:01.876481+00:00,203.0.113.88,10.0.3.134,80,tcp,http,S0,0,0,DDoS,high
2026-08-08T05:28:04.876481+00:00,203.0.113.140,10.0.3.196,22,tcp,pop_3,SF,28,93,Brute Force,high
2026-08-08T05:28:07.876481+00:00,192.168.1.142,10.0.3.173,508,tcp,http,RSTR,74024,0,Normal,low
2026-08-08T05:28:10.876481+00:00,10.0.4.15,10.0.3.218,80,udp,private,SF,1,0,Normal,low
2026-08-08T05:28:13.876481+00:00,198.51.100.44,10.0.3.72,80,tcp,http,SF,54540,8314,DDoS,high
2026-08-08T05:28:16.876481+00:00,203.0.113.88,10.0.3.188,80,tcp,Z39_50,REJ,0,0,DDoS,high
2026-08-08T05:28:19.876481+00:00,192.168.1.142,10.0.3.37,508,tcp,telnet,SF,0,44,Normal,low
2026-08-08T05:28:22.876481+00:00,185.220.101.5,10.0.3.179,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:28:25.876481+00:00,193.27.228.12,10.0.3.231,80,tcp,other,S0,0,0,Port Scan,medium
2026-08-08T05:28:28.876481+00:00,192.168.1.142,10.0.3.226,21,tcp,http,SF,242,12933,Normal,low
2026-08-08T05:28:31.876481+00:00,203.0.113.88,10.0.3.126,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:28:34.876481+00:00,45.33.32.19,10.0.3.130,80,tcp,private,S0,0,0,DDoS,high
2026-08-08T05:28:37.876481+00:00,192.168.1.105,10.0.3.118,508,tcp,pop_3,S0,0,0,Normal,low
2026-08-08T05:28:40.876481+00:00,192.168.1.142,10.0.3.187,80,tcp,telnet,S0,0,0,Normal,low
2026-08-08T05:28:43.876481+00:00,10.0.4.15,10.0.3.190,21,tcp,ftp,SF,158,597,Normal,low
2026-08-08T05:28:46.876481+00:00,203.0.113.140,10.0.3.166,22,tcp,pop_3,SF,26,93,Brute Force,high
2026-08-08T05:28:49.876481+00:00,185.220.101.45,10.0.3.199,508,udp,private,SF,1,1,Port Scan,medium
2026-08-08T05:28:52.876481+00:00,192.0.2.77,10.0.3.153,22,tcp,telnet,SF,123,174,Brute Force,high
2026-08-08T05:28:55.876481+00:00,93.184.216.34,10.0.3.239,443,tcp,private,RSTR,0,0,Port Scan,medium
2026-08-08T05:28:58.876481+00:00,185.220.101.5,10.0.3.30,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:29:01.876481+00:00,203.0.113.88,10.0.3.100,80,icmp,ecr_i,SF,1032,0,DDoS,high
2026-08-08T05:29:04.876481+00:00,192.168.1.142,10.0.3.26,22,tcp,http,SF,315,347,Normal,low
2026-08-08T05:29:07.876481+00:00,198.51.100.44,10.0.3.166,80,icmp,ecr_i,SF,1032,0,DDoS,high
2026-08-08T05:29:10.876481+00:00,10.0.4.15,10.0.3.111,443,icmp,ecr_i,SF,30,0,Normal,low
2026-08-08T05:29:13.876481+00:00,203.0.113.88,10.0.3.29,80,tcp,ftp,RSTO,0,0,DDoS,high
2026-08-08T05:29:16.876481+00:00,172.16.0.22,10.0.3.149,443,tcp,http,SF,228,293,Normal,low
2026-08-08T05:29:19.876481+00:00,172.16.0.22,10.0.3.24,508,tcp,telnet,SF,0,15,Normal,low
2026-08-08T05:29:22.876481+00:00,192.168.1.105,10.0.3.27,22,tcp,http,SF,230,39699,Normal,low
2026-08-08T05:29:25.876481+00:00,172.16.0.22,10.0.3.79,80,tcp,http,SF,333,31171,Normal,low
2026-08-08T05:29:28.876481+00:00,45.33.32.19,10.0.3.81,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:29:31.876481+00:00,172.16.0.22,10.0.3.31,22,tcp,http,S0,0,0,Normal,low
2026-08-08T05:29:34.876481+00:00,192.168.1.105,10.0.3.21,22,tcp,ftp_data,SF,687,0,Normal,low
2026-08-08T05:29:37.876481+00:00,10.0.4.15,10.0.3.95,80,tcp,http,SF,315,333,Normal,low
2026-08-08T05:29:40.876481+00:00,192.168.1.105,10.0.3.191,508,tcp,telnet,SF,24,109,Normal,low
2026-08-08T05:29:43.876481+00:00,192.0.2.77,10.0.3.146,22,tcp,pop_3,SF,32,93,Brute Force,high
2026-08-08T05:29:46.876481+00:00,198.51.100.44,10.0.3.168,80,tcp,iso_tsap,S0,0,0,DDoS,high
2026-08-08T05:29:49.876481+00:00,45.33.32.19,10.0.3.41,80,icmp,ecr_i,SF,1032,0,DDoS,high
2026-08-08T05:29:52.876481+00:00,192.168.1.105,10.0.3.218,21,tcp,http,SF,304,6924,Normal,low
2026-08-08T05:29:55.876481+00:00,203.0.113.140,10.0.3.55,22,tcp,pop_3,SF,32,93,Brute Force,high
2026-08-08T05:29:58.876481+00:00,10.0.4.15,10.0.3.66,22,udp,private,SF,54,52,Normal,low
2026-08-08T05:30:01.876481+00:00,192.168.1.142,10.0.3.67,80,tcp,http,SF,345,3138,Normal,low
2026-08-08T05:30:04.876481+00:00,198.51.100.44,10.0.3.92,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:30:07.876481+00:00,45.33.32.19,10.0.3.84,80,icmp,ecr_i,SF,1032,0,DDoS,high
2026-08-08T05:30:10.876481+00:00,10.0.4.15,10.0.3.178,508,tcp,http,S0,0,0,Normal,low
2026-08-08T05:30:13.876481+00:00,172.16.0.22,10.0.3.41,443,tcp,ftp_data,SF,930,0,Normal,low
2026-08-08T05:30:16.876481+00:00,193.27.228.12,10.0.3.238,22,tcp,other,REJ,0,0,Port Scan,medium
2026-08-08T05:30:19.876481+00:00,203.0.113.88,10.0.3.235,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:30:22.876481+00:00,185.220.101.5,10.0.3.90,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:30:25.876481+00:00,10.0.4.15,10.0.3.192,80,tcp,http,SF,310,1934,Normal,low
2026-08-08T05:30:28.876481+00:00,203.0.113.88,10.0.3.70,80,tcp,private,REJ,0,0,DDoS,high
2026-08-08T05:30:31.876481+00:00,192.168.1.105,10.0.3.66,443,udp,private,SF,54,51,Normal,low
2026-08-08T05:30:34.876481+00:00,10.0.4.15,10.0.3.92,508,tcp,http,SF,205,1637,Normal,low
2026-08-08T05:30:37.876481+00:00,192.168.1.142,10.0.3.239,443,tcp,imap4,S0,0,0,Normal,low
2026-08-08T05:30:40.876481+00:00,10.0.4.15,10.0.3.63,443,tcp,http,SF,347,608,Normal,low
2026-08-08T05:30:43.876481+00:00,198.51.100.44,10.0.3.228,80,tcp,bgp,REJ,0,0,DDoS,high
2026-08-08T05:30:46.876481+00:00,192.0.2.77,10.0.3.138,22,tcp,telnet,SF,133,174,Brute Force,high
2026-08-08T05:30:49.876481+00:00,45.33.32.19,10.0.3.122,80,tcp,echo,RSTO,0,0,DDoS,high
2026-08-08T05:30:52.876481+00:00,185.220.101.99,10.0.3.210,80,tcp,telnet,SF,2783,15242,Botnet C2,critical
2026-08-08T05:30:55.876481+00:00,185.220.101.45,10.0.3.216,21,udp,private,SF,1,1,Port Scan,medium
2026-08-08T05:30:58.876481+00:00,198.51.100.44,10.0.3.36,80,icmp,ecr_i,SF,1032,0,DDoS,high
2026-08-08T05:31:01.876481+00:00,198.51.100.44,10.0.3.73,80,icmp,ecr_i,SF,520,0,DDoS,high
2026-08-08T05:31:04.876481+00:00,185.220.101.5,10.0.3.136,80,tcp,telnet,S0,0,0,DDoS,high
2026-08-08T05:31:07.876481+00:00,10.0.4.15,10.0.3.175,508,tcp,pop_3,RSTO,0,36,Normal,low
2026-08-08T05:31:10.876481+00:00,10.0.4.15,10.0.3.11,21,tcp,other,REJ,0,0,Normal,low
2026-08-08T05:31:13.876481+00:00,192.168.1.105,10.0.3.79,508,tcp,http,SF,209,415,Normal,low
2026-08-08T05:31:16.876481+00:00,185.220.101.5,10.0.3.114,80,tcp,telnet,S0,0,0,DDoS,high
2026-08-08T05:31:19.876481+00:00,185.220.101.5,10.0.3.60,80,icmp,ecr_i,SF,1008,0,DDoS,high
2026-08-08T05:31:22.876481+00:00,185.220.101.45,10.0.3.227,22,tcp,private,RSTR,0,0,Port Scan,medium
